05735453,FREDERIK,HENDRIK,LEEUWRIK,1,,NL,NETHERLANDS,residence	
29169328,Philip,C.,Dretzka,1,OH,US,,residence	
29170431,James,,Thibodeau,1,OH,US,,residence	
29170431,Jay,,Deichler,2,FL,US,,residence	
29173262,Carlos,Aparecido,Gracias,1,,BR,BRAZIL,residence	
29173262,Ricardo,Kolb,Filho,2,,BR,BRAZIL,residence	
29173262,Giancarlo,,Pallini,3,,BR,BRAZIL,residence	
29173262,Gustavo,Garcia,Trombini,4,,BR,BRAZIL,residence	
29173925,Scott,A.,Pino,1,PA,US,,residence	
29174156,Christopher,,Bidwell,1,GA,US,,residence	
29174156,Jonathan,M.,Wood,2,GA,US,,residence	
29174702,Erica,Heidi,Hollmann,1,IL,US,,residence	
29174702,Karl,Anton,Bakker,2,IL,US,,residence	
29174702,Jason,Craig,Campbell,3,IL,US,,residence	
29174702,Lia,Marie,Braaten,4,OH,US,,residence	
29176267,Mark,,Monti,1,IL,US,,residence	
29177180,Allan,W.,Hermansen,2,CA,US,,residence	
29177180,Phillip,A.,Slight,1,CA,US,UNITED STATES,residence	
29177243,Tsung,Min,Hsieh,4,,TW,TAIWAN,residence	
29177243,Ching,Sheng,Hong,3,,TW,TAIWAN,residence	
29177243,Yin,Rong,Horng,2,,TW,TAIWAN,residence	
29177243,Alex,,Horng,1,,TW,TAIWAN,residence	
29179375,Earl,Vaughn,Sevy,1,UT,US,,residence	
29179903,Martin,,de Blois,1,IL,US,,residence	
29185422,Xian,Kui,Shi,1,,CN,CHINA,residence	
29187807,Glenn,Hahn,Kollen,1,FL,,,residence	
29188409,Rockwood,T.,Roberts,1,PA,,,residence	
29188409,Daniel,A.,Keller,2,PA,,,residence	
29193417,Naohiro,,Hayakawa,1,,JP,JAPAN,residence	
29193417,Manabu,,Sugimoto,2,,JP,JAPAN,residence	
29196518,Frank,,Pennisi,2,KY,,,residence	
29196518,Kevin,S.,Laundroche,1,KY,,,residence	
29196544,Soohyun,,Ham,1,CA,,,residence	
29201387,Hans-Dieter,,Futschik,2,,DE,GERMANY,residence	
29201387,Peter,,Pfeiffer,1,,DE,GERMANY,residence	
29204307,Sumantri,,Cahyono,1,,ID,INDONESIA,residence	
29206594,Mary,L.,Schoenborn,1,MI,,,residence	
29206594,Jon,R.,Munns,2,OR,,,residence	
29210085,Robin,,Plante,1,,CA,CANADA,residence	
29210177,El,,Dolgonos,1,IL,,,residence	
29210934,Koki,,Onuma,1,,JP,JAPAN,residence	
29222789,Robert,B.,Ayrest,1,CA,,,residence	
29224833,Tsong-Yow,,Lin,1,,TW,TAIWAN,residence	
29226832,Philip,C.,Haas,1,NC,,,residence	
29230459,Johannes,,Murello,1,,DE,GERMANY,residence	
29230459,Wilhelm,,Fischbach,2,,DE,GERMANY,residence	
29230459,Alexander,,Stumpp,4,,DE,GERMANY,residence	
29230459,Thomas,,Schweikart,3,,DE,GERMANY,residence	
29231212,Tuan,N.,Le,2,OR,,,residence	
29231212,Clark,A.,Matis,1,VT,,,residence	
29232479,John,M.,Sheehan,1,NJ,,,residence	
29233128,Patrick,,Bousquel,2,,FR,FRANCE,residence	
29233128,Gerard,,Cornet,1,,FR,FRANCE,residence	
29233844,Jung-Ying,,Yao,1,,TW,TAIWAN,residence	
29234886,Keiko,,Ohta,1,,JP,JAPAN,residence	
29237165,Yu,,Wang,2,,CN,CHINA,residence	
29237165,Min-Rui,,Wang,1,,CN,CHINA,residence	
29238088,Ian,,Lowrey,1,,AU,AUSTRALIA,residence	
29247407,Ron,E.,Therrio,1,CA,,,residence	
29247407,Wade,,Motawi,3,CA,,,residence	
29247407,Tammy,,Checkwood,2,CA,,,residence	
29247848,Jimmie,,Barnes,1,KS,,,residence	
29247848,David,,Ihde,2,KS,,,residence	
29247985,PETER,RALPH,SHEPPARD,1,,GB,UNITED KINGDOM,residence	
29254906,Jamie,,Limber,1,AZ,,,residence	
29257911,John,Charles,Archer,2,TN,,,residence	
29257911,Cong,Thanh,Dinh,1,TN,,,residence	
29263342,Hiroki,,Goto,2,,JP,JAPAN,residence	
29263342,Yui,,Ehara,1,,JP,JAPAN,residence	
29267740,Richard,,Kromer,2,IL,US,,residence	
29267740,Christopher,,Hardy,1,IL,US,,residence	
29268166,Brian,V.,Sokol,1,OH,US,,residence	
29272616,Hugues,,Andre,1,,CH,SWITZERLAND,residence	
29274574,Toru,,Sachi,1,,JP,JAPAN,residence	
29277820,Yu,,Zhou,2,,CN,CHINA,residence	
29277820,Yu,,Zhou,2,,CN,CHINA,postal	
29277820,Zhiming,,Qiu,1,,CN,CHINA,postal	
29277820,Zhiming,,Qiu,1,,CN,CHINA,residence	
29278196,Michael,,Farrell,1,,DE,GERMANY,postal	
29278196,Michael,,Farrell,1,,DE,GERMANY,residence	
29287851,Martin,,Gaze,1,,GB,UNITED KINGDOM,residence	
29287851,Angus,,Davidson,2,,GB,UNITED KINGDOM,residence	
29290109,Gabriel,,Coderre,1,,CA,CANADA,residence	
29290457,Ming-Tsung,,Chiu,1,,TW,TAIWAN,residence	
29304018,Justin,Mark,Cole,1,,GB,UNITED KINGDOM,postal	
29304018,Justin,Mark,Cole,1,,GB,UNITED KINGDOM,residence	
29307071,Suny,,Chung,1,CA,US,,residence	
29307206,Robert,,Chappell,1,WA,US,UNITED STATES,residence	
29307206,Robert,,Chappell,1,WA,US,UNITED STATES,postal	
29307493,Peter,S.,Moon,1,GA,US,UNITED STATES,residence	
29307804,David,J.,Nelson,1,CA,US,UNITED STATES,residence	
29307804,Russell,J.,Somers,2,CA,US,UNITED STATES,residence	
29310360,Kawa-She-Quoen,,Okerlund,6,WI,US,UNITED STATES,residence	
29310360,Eric,,Anderson,2,WI,US,UNITED STATES,residence	
29310360,Russ,,Beck,3,WI,US,UNITED STATES,residence	
29310360,Todd,,Walstrom,1,WI,US,UNITED STATES,postal	
29310360,Todd,,Walstrom,1,WI,US,UNITED STATES,residence	
29310360,Joseph,J.,Peschmann,5,WI,US,UNITED STATES,residence	
29310360,Todd,,Trowbridge,4,WI,US,UNITED STATES,residence	
29312316,Kazuhiro,,Noguchi,1,,JP,JAPAN,postal	
29312316,Kazuhiro,,Noguchi,1,,JP,JAPAN,residence	
29312714,Florence,,Weber,1,,GB,UNITED KINGDOM,postal	
29312714,Florence,,Weber,1,,GB,UNITED KINGDOM,residence	
29315027,Larry,John,Verbowski,1,MI,US,UNITED STATES,residence	
29317854,Julius,R.,Smith,1,TN,US,UNITED STATES,residence	
29317854,Julius,R.,Smith,1,TN,US,UNITED STATES,postal	
29320528,James,S.,Sexton,1,CA,US,,residence	
29321236,Peter,,MALY,1,,DE,GERMANY,postal	
29321236,Peter,,MALY,1,,DE,GERMANY,residence	
29326247,Pasquale,,NATUZZI,1,,IT,ITALY,postal	
29326247,Pasquale,,NATUZZI,1,,IT,ITALY,residence	
29327487,Steve,,Lang,1,KS,US,,residence	
29327487,Steve,,Lang,1,KS,US,,postal	
29328575,William,,Lindeman,7,WI,US,UNITED STATES,residence	
29328575,Daniel,R.,NETT,3,WI,US,UNITED STATES,postal	
29328575,Daniel,R.,NETT,3,WI,US,UNITED STATES,residence	
29328575,Rachel,E.,DESMIDT,2,WI,US,UNITED STATES,postal	
29328575,Rachel,E.,DESMIDT,2,WI,US,UNITED STATES,residence	
29328575,Bret,A.,KUEHNEMAN,1,WI,US,UNITED STATES,postal	
29328575,Bret,A.,KUEHNEMAN,1,WI,US,UNITED STATES,residence	
29328575,Andy,L.,KIRKPATRICK,4,WI,US,UNITED STATES,residence	
29328575,Andy,L.,KIRKPATRICK,4,WI,US,UNITED STATES,postal	
29328575,Michael,R.,KILGORE,5,WI,US,UNITED STATES,residence	
29328575,Michael,R.,KILGORE,5,WI,US,UNITED STATES,postal	
29328575,Robert,W.,Cornell,6,WI,US,UNITED STATES,residence	
29329149,Jamie,,Lowsky,1,FL,US,UNITED STATES,postal	
29329149,Jamie,,Lowsky,1,FL,US,UNITED STATES,residence	
29330619,Lihwa,,Lee,1,,CN,CHINA,postal	
29330619,Lihwa,,Lee,1,,CN,CHINA,residence	
29332067,Chris,,Hillyer,2,CA,US,UNITED STATES,residence	
29332067,Ken,,Shao,4,CA,US,,residence	
29332067,Tuan,,Le,3,OR,US,,residence	
29332067,Ryan,,Dillenbeck,1,CA,US,,residence	
29332067,Ryan,,Dillenbeck,1,CA,US,,postal	
29334422,Yuichi,,KATO,1,,JP,JAPAN,residence	
29334422,Yuichi,,KATO,1,,JP,JAPAN,postal	
29335741,Martin,J.,Hall,2,WA,US,,residence	
29335741,Kieran,M.,Phelan,3,WA,US,,residence	
29335741,Ginger,J.,Gloystein,1,WA,US,,residence	
29335741,Ginger,J.,Gloystein,1,WA,US,,postal	
29336170,Joo-Hyun,,LEE,1,,KR,"KOREA, REPUBLIC OF",residence	
29336170,Joo-Hyun,,LEE,1,,KR,"KOREA, REPUBLIC OF",postal	
29336706,Kenneth,C.,Osberg,4,IL,US,UNITED STATES,postal	
29336706,Patrick,Michael,McAuliffe,3,IL,US,UNITED STATES,postal	
29336706,Javier,,Ibarra,2,IL,US,UNITED STATES,postal	
29336706,Javier,,Ibarra,2,IL,US,UNITED STATES,residence	
29336706,Hagen,Walter,Dost,1,IL,US,UNITED STATES,postal	
29336706,Hagen,Walter,Dost,1,IL,US,UNITED STATES,residence	
29336706,Kenneth,C.,Osberg,4,IL,US,UNITED STATES,residence	
29336706,Patrick,Michael,McAuliffe,3,IL,US,UNITED STATES,residence	
29339114,April,M.,Peacock,3,PA,US,UNITED STATES,postal	
29339114,Sunil,S.,Shah,1,PA,US,UNITED STATES,residence	
29339114,Sunil,S.,Shah,1,PA,US,UNITED STATES,postal	
29339114,Benton,A.,Lewis,4,PA,US,UNITED STATES,residence	
29339114,Benton,A.,Lewis,4,PA,US,UNITED STATES,postal	
29339114,April,M.,Peacock,3,PA,US,UNITED STATES,residence	
29339114,Sheldon,E.,Yourist,2,PA,US,UNITED STATES,residence	
29339114,Sheldon,E.,Yourist,2,PA,US,UNITED STATES,postal	
29343381,Maria,Cristina,Calvani,1,,CH,SWITZERLAND,postal	
29343381,Maria,Cristina,Calvani,1,,CH,SWITZERLAND,residence	
29349152,Martin,,Strauch,1,,DE,GERMANY,residence	
29349152,Martin,,Strauch,1,,DE,GERMANY,postal	
29349152,Oliver,,Pistor,2,,DE,GERMANY,residence	
29352292,Kyung-Jin,,Lee,1,,KR,"KOREA, REPUBLIC OF",postal	
29352292,Kyung-Jin,,Lee,1,,KR,"KOREA, REPUBLIC OF",residence	
29352292,Nam-Mi,,Kim,2,,KR,"KOREA, REPUBLIC OF",residence	
29352292,Young-Keun,,Lee,3,,KR,"KOREA, REPUBLIC OF",residence	
29353653,Charles,,Bryant,1,OR,US,,postal	
29353653,Charles,,Bryant,1,OR,US,,residence	
29353702,Andrew,D.,Cowles,1,OK,US,UNITED STATES,residence	
29353702,Andrew,D.,Cowles,1,OK,US,UNITED STATES,postal	
29357081,Frank,,Stephenson,1,,GB,UNITED KINGDOM,postal	
29357081,Frank,,Stephenson,1,,GB,UNITED KINGDOM,residence	
29358717,Klaus,Peter,V?lkel,1,,DE,GERMANY,postal	
29358717,Klaus,Peter,V?lkel,1,,DE,GERMANY,residence	
29358755,June,,Wilcox,1,SC,US,UNITED STATES,residence	
29358755,Stephanie,,Buccolo,2,SC,US,UNITED STATES,residence	
29358755,June,,Wilcox,1,SC,US,UNITED STATES,postal	
29358755,Elaine,,Moreland,3,SC,US,UNITED STATES,residence	
29367273,Kazumi,,Kitazumi,3,,JP,JAPAN,residence	
29367273,Yuji,,FUJIWARA,1,,JP,JAPAN,postal	
29367273,Yuji,,FUJIWARA,1,,JP,JAPAN,residence	
29367273,Tatsuya,,Takei,2,,JP,JAPAN,residence	
29370158,Francisco,,Molina,1,FL,US,UNITED STATES,residence	
29370158,Francisco,,Molina,1,FL,US,UNITED STATES,postal	
29370158,Glenn,,Robinson,2,FL,US,,residence	
29375940,Shannon,,Finch,1,CA,US,,postal	
29375940,Shannon,,Finch,1,CA,US,,residence	
29379822,Norman,P.,Szefcyk,1,OH,US,UNITED STATES,postal	
29379822,Norman,P.,Szefcyk,1,OH,US,UNITED STATES,residence	
29386943,David,George,Domanski,1,OH,US,UNITED STATES,postal	
29386943,David,George,Domanski,1,OH,US,,residence	
29387828,Hung-Lin,,Lai,1,CA,US,UNITED STATES,postal	
29387828,Hung-Lin,,Lai,1,,TW,TAIWAN,residence	
29388016,TERRY,L.,RIDER,1,MS,US,UNITED STATES,postal	
29388016,TERRY,L.,RIDER,1,MS,US,,residence	
29389120,Russell,,Bell,1,CA,US,UNITED STATES,postal	
29389120,Russell,,Bell,1,CA,US,UNITED STATES,residence	
29389120,William,,Ouellette,3,CA,US,UNITED STATES,residence	
29389120,Patrick,,O'Loughlin,2,CA,US,UNITED STATES,residence	
29389533,Chen-Fu,,Hung,1,,TW,TAIWAN,residence	
29389533,Chen-Fu,,Hung,1,,TW,TAIWAN,postal	
29394095,Alonso,Gonzalez,Rodriguez,1,,MX,MEXICO,postal	
29394095,Alonso,Gonzalez,Rodriguez,1,,MX,MEXICO,residence	
29395207,Dennis,A.,Haggins,1,AR,US,UNITED STATES,residence	
29395207,Dennis,A.,Haggins,1,AR,US,UNITED STATES,postal	
29398020,Yoshikazu,,Hamada,1,,JP,JAPAN,postal	
29398020,Yoshikazu,,Hamada,1,,JP,JAPAN,residence	
29398020,Yohei,,Miyazaki,2,,JP,JAPAN,residence	
29400117,MING-SHUN,,YANG,1,,TW,TAIWAN,residence	
29400117,MING-SHUN,,YANG,1,,TW,TAIWAN,postal	
29403688,Mindy,Sue,BARRY,1,OH,US,,residence	
29403688,Mindy,Sue,BARRY,1,OH,US,,postal	
29403688,Lisa,,Buchholz,9,,DE,GERMANY,residence	
29403688,Adam,Christian,Waugh,4,OH,US,,residence	
29403688,Robert,Eugene,Heard,6,KY,US,,residence	
29403688,Birte,,Thurow,8,,DE,GERMANY,residence	
29403688,Sara,Mundy,Keating,2,OH,US,,residence	
29403688,Alissa,Joan,Jones,7,OH,US,,residence	
29403688,Michael,,Cohen-Dumani,3,NY,US,,residence	
29403688,Paul,Anthony,Brinker,5,OH,US,UNITED STATES,residence	
29404665,Benjamin,Edward,McDonald,1,MA,US,,postal	
29404665,Benjamin,Edward,McDonald,1,MA,US,,residence	
29404665,Mykhaylo,,Barsukov,2,MA,US,,residence	
29408796,Joo-Hyung,,Kim,1,,KR,"KOREA, REPUBLIC OF",residence	
29408796,Joo-Hyung,,Kim,1,,KR,"KOREA, REPUBLIC OF",postal	
29408796,Kwon,,Kijin,2,,KR,"KOREA, REPUBLIC OF",residence	
29412614,Carol,,Martin,1,GA,US,,postal	
29412614,Carol,,Martin,1,GA,US,,residence	
29412614,Art,,Harris,2,GA,US,,residence	
29415302,Chung,,JaeWoong,1,,KR,"KOREA, REPUBLIC OF",residence	
29415302,Chung,,JaeWoong,1,,KR,"KOREA, REPUBLIC OF",postal	
29419006,Agato,,NAGATA,1,,JP,JAPAN,postal	
29419006,Agato,,NAGATA,1,,JP,JAPAN,residence	
29421737,Ali,,Ersan,1,,GB,UNITED KINGDOM,postal	
29421737,John,,McKeever,3,,GB,UNITED KINGDOM,residence	
29421737,Richard,,Nicholas,2,,GB,UNITED KINGDOM,residence	
29421737,Ali,,Ersan,1,,GB,UNITED KINGDOM,residence	
29438704,Denise,,Rippinger,1,IL,US,UNITED STATES,postal	
29438704,Denise,,Rippinger,1,IL,US,UNITED STATES,residence	
29441516,Fen Ju,,Lin,1,,TW,,residence	
29441516,Fen Ju,,Lin,1,,TW,,postal	
29445324,Kyung Dae,,PARK,1,,KR,,residence	
29445324,Kyung Dae,,PARK,1,,KR,,postal	
29445324,Jee-Yeun,,WANG,2,,KR,,residence	
29445324,Jee-Yeun,,WANG,2,,KR,,postal	
29445324,Hee Kyung,,JEON,3,,KR,,residence	
29445324,Hee Kyung,,JEON,3,,KR,,postal	
29445402,Dean,,Stevinson,1,CO,US,,residence	
29445402,Dean,,Stevinson,1,CO,US,,postal	
29450594,Bjorn,,Kling,2,,DE,,postal	
29450594,Benjamin,John,Wilson,10,,DE,,residence	
29450594,Benjamin,John,Wilson,10,,DE,,postal	
29450594,Renke,Joris,Thye,8,,DE,,postal	
29450594,Phong,Duy,Vu,9,,DE,,postal	
29450594,Bernhard,,Sikora,7,,DE,,residence	
29450594,Bernhard,,Sikora,7,,DE,,postal	
29450594,Oliver,,Grabes,1,,DE,,residence	
29450594,Oliver,,Grabes,1,,DE,,postal	
29450594,Bjorn,,Kling,2,,DE,,residence	
29450594,Markus,,Orthey,4,,DE,,postal	
29450594,Markus,,Orthey,4,,DE,,residence	
29450594,Rory,,McGarry,3,,DE,,residence	
29450594,Rory,,McGarry,3,,DE,,postal	
29450594,Fritz,,Schubert,6,,DE,,postal	
29450594,Fritz,,Schubert,6,,DE,,residence	
29450594,Gregor,,Ptok,5,,DE,,postal	
29450594,Gregor,,Ptok,5,,DE,,residence	
29450594,Phong,Duy,Vu,9,,DE,,residence	
29450594,Renke,Joris,Thye,8,,DE,,residence	
29459103,Arnaud,,GOMMEZ,1,,FR,FRANCE,postal	
29459103,Arnaud,,GOMMEZ,1,,FR,FRANCE,residence	
29459510,Steven,A.,SHUBIN,1,TX,US,UNITED STATES,postal	
29459510,Steven,A.,SHUBIN,1,TX,US,UNITED STATES,residence	
29469747,Matthew,,Allen,1,WI,US,,residence	
29469747,Thomas,,Lutz,2,IA,US,,residence	
29469747,Thomas,,Lutz,2,IA,US,,postal	
29469747,Matthew,,Allen,1,WI,US,,postal	
29471914,Shane,,Rossiter,1,CA,US,,residence	
29471914,Shane,,Rossiter,1,CA,US,,postal	
29477591,Sunha,,PARK,1,,KR,,postal	
29477591,Sunha,,PARK,1,,KR,,residence	
29478172,JEFFREY,LYNN,NICHOLS,2,OH,US,,postal	
29478172,JEFFREY,LYNN,NICHOLS,2,OH,US,,residence	
29478172,HAROLD,RICHARD,MLADEK,1,OH,US,,postal	
29478172,HAROLD,RICHARD,MLADEK,1,OH,US,,residence	
29479061,Caleb,Clark,Crye,1,NY,US,,residence	
29479061,Caleb,Clark,Crye,1,NY,US,,postal	
29479617,Lisa,,Nelson,1,MO,US,,postal	
29479617,Lisa,,Nelson,1,MO,US,,residence	
29481611,Chanaka,,KARUNAMUNI,4,CA,US,,residence	
29481611,Jonathan,P.,IVE,3,CA,US,,residence	
29481611,Christopher,,FOSS,2,CA,US,,residence	
29481611,Alessandro,Francesco,SABATELLI,6,CA,US,,residence	
29481611,Nicholas,,ZAMBETTI,7,CA,US,,residence	
29481611,Pablo,,CARO,1,CA,US,,postal	
29481611,Pablo,,CARO,1,CA,US,,residence	
29481611,Matthew,Dean,ROHRBACH,5,CA,US,,residence	
29489109,Kurt,Michael,Taylor,1,CO,US,,postal	
29489109,Kurt,Michael,Taylor,1,CO,US,,residence	
29489109,Brenda,Lee,Thomas,2,CO,US,,residence	
29490023,Maxim,,Popov,2,,DE,,residence	
29490023,Maxim,,Popov,2,,DE,,postal	
29490023,Silja,,Sautter,1,,DE,,postal	
29490023,Silja,,Sautter,1,,DE,,residence	
29496882,Amir,,Navid,1,CA,US,,residence	
29496882,Amir,,Navid,1,CA,US,,postal	
29499586,Mark,A.,Bergeron,2,GA,US,UNITED STATES,residence	
29499586,Roger,P.,Lichtle,4,IN,US,UNITED STATES,postal	
29499586,Roger,P.,Lichtle,4,IN,US,UNITED STATES,residence	
29499586,Babu,,Kuruvilla,3,GA,US,UNITED STATES,postal	
29499586,Babu,,Kuruvilla,3,GA,US,UNITED STATES,residence	
29499586,Richard,L.,Ramirez,1,GA,US,UNITED STATES,postal	
29499586,Richard,L.,Ramirez,1,GA,US,UNITED STATES,residence	
29499586,Mark,A.,Bergeron,2,GA,US,UNITED STATES,postal	
29504054,Gregory,J.,Foster,3,IL,US,UNITED STATES,residence	
29504054,Robert,W.,Sheldon,2,IL,US,UNITED STATES,residence	
29504054,Gregory,J.,Foster,3,IL,US,UNITED STATES,postal	
29504054,Robert,W.,Sheldon,2,IL,US,UNITED STATES,postal	
29504054,Angelica,,Cox,1,IL,US,UNITED STATES,residence	
29504054,Angelica,,Cox,1,IL,US,UNITED STATES,postal	
29506891,Dae-Young,,KIM,1,,KR,"KOREA, REPUBLIC OF",postal	
29506891,Dae-Young,,KIM,1,,KR,"KOREA, REPUBLIC OF",residence	
29513702,Paul,,FLOWERS,1,,DE,GERMANY,residence	
29513702,Hans,,LOBERMEIER,2,,DE,GERMANY,postal	
29513702,Hans,,LOBERMEIER,2,,DE,GERMANY,residence	
29513702,Paul,,FLOWERS,1,,DE,GERMANY,postal	
29513723,Jae-In,,KIM,1,,KR,"KOREA, REPUBLIC OF",residence	
29513723,Eun-Joo,,KIM,2,,KR,,postal	
29513723,Eun-Joo,,KIM,2,,KR,,residence	
29513723,Jae-In,,KIM,1,,KR,"KOREA, REPUBLIC OF",postal	
29514386,Christophe,,Badarello,1,MS,US,,residence	
29514386,Christophe,,Badarello,1,TN,US,,postal	
29514386,Charles,,Botkin,2,TN,US,,residence	
29514386,Charles,,Botkin,2,TN,US,,postal	
29518269,Nicholas,,Hansen,1,,GB,UNITED KINGDOM,residence	
29518269,Nicholas,,Hansen,1,,GB,UNITED KINGDOM,postal	
29520090,James,Michael,Davis,1,IL,US,,residence	
29520090,James,Michael,Davis,1,IL,US,,postal	
29520438,Pranav,,Mistry,2,CA,US,,postal	
29520438,Curtis,,Aumiller,1,CA,US,,postal	
29520438,Curtis,,Aumiller,1,CA,US,,residence	
29520438,Pranav,,Mistry,2,CA,US,,residence	
29520438,Chengyuan,,Wei,3,,CN,,residence	
29520438,Chengyuan,,Wei,3,LN,CN,,postal	
29528587,Tal,,Shoshan,1,CA,US,,postal	
29528587,Tal,,Shoshan,1,CA,US,,residence	
29529865,Caroline,M.J.,Fischer,1,,DE,GERMANY,postal	
29529865,Ryan,P.,Kane,2,,CN,CHINA,residence	
29529865,Arnoldus,Johannes,Claassen,3,,NL,NETHERLANDS,residence	
29529865,Caroline,M.J.,Fischer,1,,DE,GERMANY,residence	
29530011,Kyung-Dae,,PARK,2,,KR,"KOREA, REPUBLIC OF",postal	
29530011,Wan-Soo,,LIM,4,,KR,"KOREA, REPUBLIC OF",residence	
29530011,Wan-Soo,,LIM,4,,KR,"KOREA, REPUBLIC OF",postal	
29530011,Kyung-Dae,,PARK,2,,KR,"KOREA, REPUBLIC OF",residence	
29530011,Gyu-Chual,,KIM,1,,KR,"KOREA, REPUBLIC OF",postal	
29530011,Gyu-Chual,,KIM,1,,KR,"KOREA, REPUBLIC OF",residence	
29530011,Jae-Myoung,,LEE,3,,KR,"KOREA, REPUBLIC OF",residence	
29530011,Jae-Myoung,,LEE,3,,KR,"KOREA, REPUBLIC OF",postal	
29536600,Davide,,LAMPARELLI,1,,NO,NORWAY,postal	
29536600,Davide,,LAMPARELLI,1,,NO,NORWAY,residence	
29547802,Tom,,Schoenherr,1,,DE,,residence	
29547802,Tom,,Schoenherr,1,,DE,,postal	
29547802,Matthias,,Oesterle,2,,DE,,residence	
29547802,Matthias,,Oesterle,2,,DE,,postal	
29558959,David,,VENESS,1,TX,US,,postal	
29558959,Nicholas,,BAKER,2,TX,US,,postal	
29558959,David,,VENESS,1,TX,US,,residence	
29558959,Nicholas,,BAKER,2,TX,US,,residence	
35500895,Ryuji,,Yamamoto,1,,JP,JAPAN,residence	
35500895,Ryuji,,Yamamoto,1,,JP,JAPAN,postal	
35502516,Amandio,,GARRIDO,1,,,,residence	
35502793,Doo,Heon,Park,1,,KR,"KOREA, REPUBLIC OF",residence	
35502793,Doo,Heon,Park,1,,KR,"KOREA, REPUBLIC OF",postal	
60001677,JACQUES,J.,VIAL,4,,FR,FRANCE,residence	
60001677,YOU-PING,,CHAN,1,,FR,FRANCE,residence	
60001677,DAVID,,HENRY,2,,FR,FRANCE,residence	
60001677,REMY,,MEYRUEIX,3,,FR,FRANCE,residence	
60008214,MICHAEL,N.,TRANQUILLA,1,MI,US,,residence	
60023249,FRANCIS,E.,O'DONNELL,1,MO,US,,residence	
60025798,SHAN,JEN,PAN,4,NY,US,,residence	
60025798,PARAS,N.,PRASAD,1,NY,US,,residence	
60025798,PING,CHIN,CHENG,3,NY,US,,residence	
60025798,JAYANT,D.,BHAWALKER,2,NY,US,,residence	
60030524,PRAVIN,L.,SONI,4,CA,US,,residence	
60030524,SUSANNE,M.,LEE,3,NY,US,,residence	
60030524,KATHLEEN,C.,FARINAS,1,CA,US,,residence	
60030524,YALIA,,JAYALAKSHMI,2,CA,US,,residence	
60039223,DAVID,C.,OLIVER,1,TX,US,,residence	
60039223,EDWIN,A.,BERTNESS,2,TX,US,,residence	
60039563,MASAAKI,,MIYANAGA,1,,JP,JAPAN,residence	
60045985,BORIS,,GLUSHKO,1,,IL,ISRAEL,residence	
60046781,DUNCAN,W.,BROWN,2,CT,US,,residence	
60046781,GLENN,M.,TOM,1,CT,US,,residence	
60050891,JOSEPH,MATTHEW,PAWLAK,3,IN,US,,residence	
60050891,VIEN,VAN,KHAU,1,IN,US,,residence	
60050891,MICHAEL,JOHN,MARTINELLI,2,IN,US,,residence	
60058437,FRANK,RENE,GRUBER,2,NC,US,,residence	
60058437,HERBERT,BROOKS,HUMPHRIES,1,NC,US,,residence	
60061038,JULIAN,,ADAMS,2,MA,US,,residence	
60061038,LOUIS,,PLAMONDON,3,MA,US,,residence	
60061038,PETER,J,ELLIOTT,1,MA,US,,residence	
60062902,FANG,,CHEN,1,PA,US,,residence	
60064114,JEAN,A.,VEZINA,1,,CA,CANADA,residence	
60064129,JOHN,HUGH,KERR,1,,CA,CANADA,residence	
60067336,KENNETH,W.,KAYSER,1,VA,US,,residence	
60067336,W.,RICHARD,FREDERICK,2,IL,US,,residence	
60072212,J.,FERNANDO,BAZAN,1,CA,US,,residence	
60072212,ROBERT,A.,KASTELEIN,2,CA,US,,residence	
60072924,,,NONE,1,,,,residence	
60076507,SAVOLA,,MONROE,1,VA,US,,residence	
60088205,ROBERT,W.,HENDERSON,1,MD,US,,residence	
60088205,SOILMAN,,MEDHAT,3,MD,US,,residence	
60088205,BARBARA,E.,CORSON RN VMD,2,PA,US,,residence	
60093596,SHALLEY,K.,GUPTA,1,PA,US,,residence	
60097490,JIANGUO,,SUN,1,CA,US,,residence	
60104112,PAUL,J.,FAGEN,1,DE,US,,residence	
60104112,GEORGE,,LI,2,DE,US,,residence	
60105158,DANIEL,,TETT,2,MA,US,,residence	
60105158,ROY,G.,GORDON,1,MA,US,,residence	
60113550,JAMES,E.,MARK,1,OH,US,,residence	
60113550,ANDRZEJ,,KLOCZKOWSKI,5,MD,US,,residence	
60113550,IVET,,BAHAR,4,,TR,TURKEY,residence	
60113550,BURAK,,EMAN,3,,TR,TURKEY,residence	
60113550,WENYAN,,ZHAO,2,OH,US,,residence	
60117962,ARIEL,,YAGIL,3,,IL,ISRAEL,residence	
60117962,ITAI,,LUSKY,2,,IL,ISRAEL,residence	
60117962,OFIR,,SHALVI,1,,IL,ISRAEL,residence	
60129864,ALEX,,DE SORBO,1,CT,US,,residence	
60131395,TODD,L.,LYDIC,1,PA,US,,residence	
60131395,WILLIAM,E.,KURTZ,2,PA,US,,residence	
60139167,MORRIS,E.,COHEN,1,NY,US,,residence	
60148827,E.,KENT,MILLER,2,OH,US,,residence	
60148827,MARTIN,A.,CLEMENTS,1,OH,US,,residence	
60150728,XIN-MIN,,WANG,6,PA,US,,residence	
60150728,LING,,CHEN,5,PA,US,,residence	
60150728,KATHRIN,J.,JANSEN,3,PA,US,,residence	
60150728,WILLIAM,L.,MCCLEMENTS,2,PA,US,,residence	
60150728,MICHAEL,P.,NEEPER,1,PA,US,,residence	
